Documento_Ingreso,Documento_Actual,Codigo,Apellido_1_Estudiante,Apellido_2_Estudiante,Nombres_Estudiante,Acceso,Subacceso,Correo_Institucional,Sexo,Facultad_o_Escuela,Programa,Semestre,Creditos_inscritos,Codigo_Asignatura,Nombre_Asignatura,Creditos_Asignatura,Grupo_Asignatura,Tipologia_Asignatura,Nota_1er_Corte,Corte_1p,Nota_2do_Corte,Corte_2p,Nota_3er_Corte,Corte_3p,Nota_4to_Corte,Corte_4p,Nota_5to_Corte,Corte_5p
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,667273,"Logica, teoria de numeros y conjuntos",3,1,OBLIGATORIA,4.2,20,4.2,20,3.1,20,3.1,15,3.1,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,753581,Pensamiento matematico,3,1,OBLIGATORIA,4.9,20,4.3,20,4.1,20,4.1,15,4.1,25
923196,2658,900085,Ruiz,Ortiz,Juan Camilo,Reingreso por Fortalecimiento académico,SER PILO PAGA 3,juanc.ruiz@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,4796089,Modelacion de sistemas dinamicos,3,1,OBLIGATORIA,4.5,20,4.6,20,4.7,20,4.7,15,4.7,25
923196,2658,900085,Ruiz,Ortiz,Juan Camilo,Reingreso por Fortalecimiento académico,SER PILO PAGA 3,juanc.ruiz@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,4883658,Seminario de grado,3,1,OBLIGATORIA,4.8,20,4.6,20,4.5,20,4.5,15,4.5,25
923196,2658,900085,Ruiz,Ortiz,Juan Camilo,Reingreso por Fortalecimiento académico,SER PILO PAGA 3,juanc.ruiz@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,667273,"Logica, teoria de numeros y conjuntos",3,1,OBLIGATORIA,4.5,20,4.6,20,4.3,20,4.3,15,4.3,25
923196,2658,900085,Ruiz,Ortiz,Juan Camilo,Reingreso por Fortalecimiento académico,SER PILO PAGA 3,juanc.ruiz@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,753581,Pensamiento matematico,3,1,OBLIGATORIA,4.4,20,4.8,20,4.2,20,4.2,15,4.2,25
359013,93832,847443,Llanos,Gomez,Juan Camilo,Termino condición doble programa,GENERAL,juanc.llanos@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,4796089,Modelacion de sistemas dinamicos,3,1,OBLIGATORIA,2.9,20,2.5,20,3.8,20,3.8,15,3.8,25
359013,93832,847443,Llanos,Gomez,Juan Camilo,Termino condición doble programa,GENERAL,juanc.llanos@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,4883658,Seminario de grado,3,1,OBLIGATORIA,3.2,20,3.0,20,3.0,20,3.0,15,3.0,25
359013,93832,847443,Llanos,Gomez,Juan Camilo,Termino condición doble programa,GENERAL,juanc.llanos@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,667273,"Logica, teoria de numeros y conjuntos",3,1,OBLIGATORIA,2.9,20,3.6,20,3.7,20,3.7,15,3.7,25
359013,93832,847443,Llanos,Gomez,Juan Camilo,Termino condición doble programa,GENERAL,juanc.llanos@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,753581,Pensamiento matematico,3,1,OBLIGATORIA,3.2,20,3.0,20,3.6,20,3.6,15,3.6,25
819091,89058,861029,Martinez,Loaiza,Santiago,Extranjero,Bachillerato con Examen de Estado,santiago.martinez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,4796089,Modelacion de sistemas dinamicos,3,1,OBLIGATORIA,3.3,20,3.4,20,3.6,20,3.6,15,3.6,25
819091,89058,861029,Martinez,Loaiza,Santiago,Extranjero,Bachillerato con Examen de Estado,santiago.martinez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,4883658,Seminario de grado,3,1,OBLIGATORIA,3.5,20,3.4,20,2.6,20,2.6,15,2.6,25
819091,89058,861029,Martinez,Loaiza,Santiago,Extranjero,Bachillerato con Examen de Estado,santiago.martinez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,667273,"Logica, teoria de numeros y conjuntos",3,1,OBLIGATORIA,3.0,20,3.3,20,4.0,20,4.0,15,4.0,25
819091,89058,861029,Martinez,Loaiza,Santiago,Extranjero,Bachillerato con Examen de Estado,santiago.martinez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,753581,Pensamiento matematico,3,1,OBLIGATORIA,3.4,20,3.0,20,3.4,20,3.4,15,3.4,25
