Documento_Ingreso,Documento_Actual,Codigo,Apellido_1_Estudiante,Apellido_2_Estudiante,Nombres_Estudiante,Acceso,Subacceso,Correo_Institucional,Sexo,Facultad_o_Escuela,Programa,Semestre,Creditos_inscritos,Codigo_Asignatura,Nombre_Asignatura,Creditos_Asignatura,Grupo_Asignatura,Tipologia_Asignatura,Nota_1er_Corte,Corte_1p,Nota_2do_Corte,Corte_2p,Nota_3er_Corte,Corte_3p,Nota_4to_Corte,Corte_4p,Nota_5to_Corte,Corte_5p
495148,85855,937607,Rambaut,Lemus,Daniel,Extranjero,GENERAL,daniel.felipe@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,2,18,573951,ANÁLISIS DE ARGUMENTOS,2,1,OBLIGATORIA,4.2,20,3.7,20,4.4,20,4.4,15,4.4,25
495148,85855,937607,Rambaut,Lemus,Daniel,Extranjero,GENERAL,daniel.felipe@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,2,18,46794,CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA,2,1,OBLIGATORIA,4.7,20,3.9,20,3.6,20,3.6,15,3.6,25
495148,85855,937607,Rambaut,Lemus,Daniel,Extranjero,GENERAL,daniel.felipe@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,2,18,375408,ELECTIVA DESARROLLO WEB 1,3,1,ELECTIVA DESARROLLO WEB,3.1,20,3.7,20,4.8,20,4.8,15,4.8,25
495148,85855,937607,Rambaut,Lemus,Daniel,Extranjero,GENERAL,daniel.felipe@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,94340,PRECÁLCULO,3,1,OBLIGATORIA,4.4,20,3.8,20,4.1,20,4.1,15,4.1,25
495148,85855,937607,Rambaut,Lemus,Daniel,Extranjero,GENERAL,daniel.felipe@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,753581,PENSAMIENTO MATEMÁTICO,2,1,OBLIGATORIA,3.7,20,4.4,20,4.1,20,4.1,15,4.1,25
495148,85855,937607,Rambaut,Lemus,Daniel,Extranjero,GENERAL,daniel.felipe@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,542207,PROGRAMACIÓN DE COMPUTADORES,3,1,OBLIGATORIA,4.4,20,4.3,20,4.3,20,4.3,15,4.3,25
495148,85855,937607,Rambaut,Lemus,Daniel,Extranjero,GENERAL,daniel.felipe@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,667273,"LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS",3,1,OBLIGATORIA,3.2,20,3.5,20,4.8,20,4.8,15,4.8,25
495148,85855,937607,Rambaut,Lemus,Daniel,Extranjero,GENERAL,daniel.felipe@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,862514,ANÁLISIS DE TEXTOS,2,1,OBLIGATORIA,3.5,20,3.7,20,3.8,20,3.8,15,3.8,25
495148,85855,937607,Rambaut,Lemus,Daniel,Extranjero,GENERAL,daniel.felipe@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,231947,MODELACIÓN DE SISTEMAS EN CIENCIAS NATURALES,2,1,OBLIGATORIA,3.7,20,4.2,20,3.6,20,3.6,15,3.6,25
495148,85855,937607,Rambaut,Lemus,Daniel,Extranjero,GENERAL,daniel.felipe@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,574958,Catedra Rosarista,2,1,OBLIGATORIA,3.4,20,3.0,20,3.8,20,3.8,15,3.8,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,796089,CÁLCULO 2,3,1,OBLIGATORIA,4.0,20,4.3,20,4.6,20,4.6,15,4.6,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,883658,ALGEBRA LINEAL,3,2,OBLIGATORIA,4.5,20,3.8,20,4.7,20,4.7,15,4.7,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,955203,MANEJO DE BASE DE DATOS,3,1,OBLIGATORIA,3.6,20,4.8,20,3.2,20,3.2,15,3.2,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,382530,PROBABILIDAD,3,1,OBLIGATORIA,4.3,20,3.5,20,3.2,20,3.2,15,3.2,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,428629,TEORÍA DE GRAFOS,3,1,OBLIGATORIA,3.8,20,3.8,20,3.7,20,3.7,15,3.7,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,748061,ESCRITURA DE ENSAYOS DE OPINIÓN,2,1,OBLIGATORIA,4.0,20,4.3,20,3.6,20,3.6,15,3.6,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,2,18,655987,CÁLCULO 1,3,2,OBLIGATORIA,3.8,20,3.5,20,3.8,20,3.8,15,3.8,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,2,18,759213,ARQUITECTURA DEL COMPUTADOR,3,1,OBLIGATORIA,4.7,20,3.6,20,3.5,20,3.5,15,3.5,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,2,18,259845,ALGORITMOS Y ESTRUCTURAS DE DATOS,3,1,OBLIGATORIA,3.6,20,4.2,20,4.1,20,4.1,15,4.1,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,2,18,222109,LÓGICA PARA CIENCIAS DE LA COMPUTACIÓN,2,1,OBLIGATORIA,3.8,20,3.5,20,4.4,20,4.4,15,4.4,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,2,18,573951,ANÁLISIS DE ARGUMENTOS,2,1,OBLIGATORIA,4.3,20,3.8,20,4.6,20,4.6,15,4.6,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,2,18,46794,CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA,2,1,OBLIGATORIA,3.9,20,4.4,20,4.0,20,4.0,15,4.0,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,2,18,375408,ELECTIVA DESARROLLO WEB 1,3,1,ELECTIVA DESARROLLO WEB,3.7,20,4.0,20,3.6,20,3.6,15,3.6,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,94340,PRECÁLCULO,3,1,OBLIGATORIA,4.0,20,4.5,20,3.6,20,3.6,15,3.6,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,753581,PENSAMIENTO MATEMÁTICO,2,1,OBLIGATORIA,4.6,20,4.5,20,4.0,20,4.0,15,4.0,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,542207,PROGRAMACIÓN DE COMPUTADORES,3,1,OBLIGATORIA,4.5,20,4.0,20,4.0,20,4.0,15,4.0,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,667273,"LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS",3,1,OBLIGATORIA,3.5,20,4.5,20,3.8,20,3.8,15,3.8,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,862514,ANÁLISIS DE TEXTOS,2,1,OBLIGATORIA,3.2,20,3.9,20,4.7,20,4.7,15,4.7,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,231947,MODELACIÓN DE SISTEMAS EN CIENCIAS NATURALES,2,1,OBLIGATORIA,4.3,20,4.0,20,4.0,20,4.0,15,4.0,25
474040,30589,731600,Gomez,Romero,Juanita,Reingreso por Fortalecimiento académico,Generación E,juanita.gomez@urosario.edu.co,M,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,574958,Catedra Rosarista,2,1,OBLIGATORIA,3.7,20,4.2,20,3.3,20,3.3,15,3.3,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,796089,CÁLCULO 2,3,1,OBLIGATORIA,2.9,20,4.0,20,3.7,20,3.7,15,3.7,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,883658,ALGEBRA LINEAL,3,2,OBLIGATORIA,4.5,20,3.8,20,3.9,20,3.9,15,3.9,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,955203,MANEJO DE BASE DE DATOS,3,1,OBLIGATORIA,4.2,20,4.2,20,3.1,20,3.1,15,3.1,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,382530,PROBABILIDAD,3,1,OBLIGATORIA,4.9,20,4.3,20,4.1,20,4.1,15,4.1,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,428629,TEORÍA DE GRAFOS,3,1,OBLIGATORIA,5.0,20,3.8,20,3.3,20,3.3,15,3.3,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,748061,ESCRITURA DE ENSAYOS DE OPINIÓN,2,1,OBLIGATORIA,3.9,20,4.2,20,4.2,20,4.2,15,4.2,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,2,18,655987,CÁLCULO 1,3,2,OBLIGATORIA,4.3,20,3.1,20,4.0,20,4.0,15,4.0,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,2,18,759213,ARQUITECTURA DEL COMPUTADOR,3,1,OBLIGATORIA,3.8,20,4.2,20,4.0,20,4.0,15,4.0,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,2,18,259845,ALGORITMOS Y ESTRUCTURAS DE DATOS,3,1,OBLIGATORIA,4.4,20,4.1,20,3.0,20,3.0,15,3.0,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,2,18,222109,LÓGICA PARA CIENCIAS DE LA COMPUTACIÓN,2,1,OBLIGATORIA,4.1,20,5.0,20,3.7,20,3.7,15,3.7,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,2,18,573951,ANÁLISIS DE ARGUMENTOS,2,1,OBLIGATORIA,3.8,20,4.1,20,4.1,20,4.1,15,4.1,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,2,18,46794,CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA,2,1,OBLIGATORIA,4.7,20,4.3,20,3.8,20,3.8,15,3.8,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,2,18,375408,ELECTIVA DESARROLLO WEB 1,3,1,ELECTIVA DESARROLLO WEB,3.9,20,3.6,20,3.9,20,3.9,15,3.9,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,94340,PRECÁLCULO,3,1,OBLIGATORIA,4.2,20,4.0,20,3.8,20,3.8,15,3.8,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,753581,PENSAMIENTO MATEMÁTICO,2,1,OBLIGATORIA,4.9,20,4.9,20,4.0,20,4.0,15,4.0,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,542207,PROGRAMACIÓN DE COMPUTADORES,3,1,OBLIGATORIA,4.4,20,4.1,20,3.4,20,3.4,15,3.4,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,667273,"LÓGICA, TEORÍA DE NÚMEROS Y CONJUNTOS",3,1,OBLIGATORIA,3.8,20,3.3,20,4.3,20,4.3,15,4.3,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,862514,ANÁLISIS DE TEXTOS,2,1,OBLIGATORIA,3.7,20,3.9,20,3.9,20,3.9,15,3.9,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,231947,MODELACIÓN DE SISTEMAS EN CIENCIAS NATURALES,2,1,OBLIGATORIA,3.9,20,3.9,20,3.3,20,3.3,15,3.3,25
84583,98576,792681,Guzman,Sierra,Felipe,Termino condición doble programa,GENERAL,felipe.guzman@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,1,17,574958,Catedra Rosarista,2,1,OBLIGATORIA,4.1,20,4.4,20,4.8,20,4.8,15,4.8,25
923196,2658,900085,Ruiz,Ortiz,Juan Camilo,Reingreso por Fortalecimiento académico,SER PILO PAGA 3,juanc.ruiz@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,796089,CÁLCULO 2,3,1,OBLIGATORIA,4.5,20,4.6,20,4.7,20,4.7,15,4.7,25
923196,2658,900085,Ruiz,Ortiz,Juan Camilo,Reingreso por Fortalecimiento académico,SER PILO PAGA 3,juanc.ruiz@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,883658,ALGEBRA LINEAL,3,1,OBLIGATORIA,4.8,20,4.6,20,4.5,20,4.5,15,4.5,25
923196,2658,900085,Ruiz,Ortiz,Juan Camilo,Reingreso por Fortalecimiento académico,SER PILO PAGA 3,juanc.ruiz@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,955203,MANEJO DE BASE DE DATOS,3,1,OBLIGATORIA,4.5,20,4.6,20,4.3,20,4.3,15,4.3,25
923196,2658,900085,Ruiz,Ortiz,Juan Camilo,Reingreso por Fortalecimiento académico,SER PILO PAGA 3,juanc.ruiz@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,382530,PROBABILIDAD,3,1,OBLIGATORIA,4.4,20,4.8,20,4.2,20,4.2,15,4.2,25
923196,2658,900085,Ruiz,Ortiz,Juan Camilo,Reingreso por Fortalecimiento académico,SER PILO PAGA 3,juanc.ruiz@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,428629,TEORÍA DE GRAFOS,3,1,OBLIGATORIA,4.6,20,4.5,20,4.4,20,4.4,15,4.4,25
923196,2658,900085,Ruiz,Ortiz,Juan Camilo,Reingreso por Fortalecimiento académico,SER PILO PAGA 3,juanc.ruiz@urosario.edu.co,H,"ESCUELA DE INGENIERIA,CIENCIA Y TECNOLOGIA",MATEMATICAS APLICADAS Y CIENCIAS DE LA COMPUTACION,3,17,748061,ESCRITURA DE ENSAYOS DE OPINIÓN,2,1,OBLIGATORIA,4.4,20,4.3,20,4.5,20,4.5,15,4.5,25
